,city,state,city_size,mode,n,percent,moe,state_abb,state_region
884,Muskogee,Oklahoma,Small,Bike,5,0.0,0.1,OK,South
885,Myrtle Beach,South Carolina,Small,Bike,189,1.5,0.9,SC,South
886,Nacogdoches,Texas,Small,Bike,108,0.8,0.6,TX,South
887,Nampa,Idaho,Small,Bike,88,0.3,0.2,ID,West
888,Napa,California,Small,Bike,320,0.9,0.5,CA,West
889,Naples,Florida,Small,Bike,121,2.0,1.2,FL,South
890,Nashua,New Hampshire,Small,Bike,71,0.2,0.2,NH,Northeast
891,National City,California,Small,Bike,161,0.6,0.4,CA,West
892,Naugatuck,Connecticut,Small,Bike,0,0.0,0.2,CT,Northeast
893,Neenah,Wisconsin,Small,Bike,73,0.6,0.4,WI,North Central
894,New Albany,Indiana,Small,Bike,29,0.2,0.2,IN,North Central
895,New Bedford,Massachusetts,Small,Bike,119,0.3,0.2,MA,Northeast
896,New Berlin,Wisconsin,Small,Bike,70,0.3,0.3,WI,North Central
897,New Bern,North Carolina,Small,Bike,18,0.2,0.2,NC,South
898,New Braunfels,Texas,Small,Bike,56,0.2,0.2,TX,South
899,New Brighton,Minnesota,Small,Bike,36,0.3,0.3,MN,North Central
900,New Britain,Connecticut,Small,Bike,54,0.2,0.2,CT,Northeast
901,New Brunswick,New Jersey,Small,Bike,240,1.0,0.4,NJ,Northeast
902,New Castle,Pennsylvania,Small,Bike,68,0.8,0.9,PA,Northeast
903,New Hope,Minnesota,Small,Bike,61,0.6,0.4,MN,North Central
904,New Iberia,Louisiana,Small,Bike,48,0.4,0.4,LA,South
905,New Lenox,Illinois,Small,Bike,12,0.1,0.2,IL,North Central
906,New London,Connecticut,Small,Bike,16,0.1,0.1,CT,Northeast
907,New Rochelle,New York,Small,Bike,30,0.1,0.1,NY,Northeast
908,New Smyrna Beach,Florida,Small,Bike,44,0.5,0.5,FL,South
909,Newark,California,Small,Bike,79,0.4,0.3,CA,West
910,Newark,Delaware,Small,Bike,328,2.4,0.7,DE,South
911,Newark,Ohio,Small,Bike,134,0.6,0.4,OH,North Central
912,Newberg,Oregon,Small,Bike,173,1.6,1.0,OR,West
913,Newburgh,New York,Small,Bike,67,0.6,0.7,NY,Northeast
914,Newnan,Georgia,Small,Bike,16,0.1,0.2,GA,South
915,Newport Beach,California,Small,Bike,378,0.9,0.4,CA,West
916,Newport,Rhode Island,Small,Bike,333,2.4,1.1,RI,Northeast
917,Newton,Massachusetts,Small,Bike,470,1.1,0.3,MA,Northeast
918,Niagara Falls,New York,Small,Bike,72,0.3,0.2,NY,Northeast
919,Nicholasville,Kentucky,Small,Bike,0,0.0,0.3,KY,South
920,Niles,Illinois,Small,Bike,116,0.9,0.8,IL,North Central
921,Noblesville,Indiana,Small,Bike,26,0.1,0.1,IN,North Central
922,Nogales,Arizona,Small,Bike,8,0.1,0.2,AZ,West
923,Norco,California,Small,Bike,14,0.1,0.2,CA,West
924,Norfolk,Nebraska,Small,Bike,55,0.5,0.4,NE,North Central
925,Normal,Illinois,Small,Bike,317,1.2,0.4,IL,North Central
926,Norristown,Pennsylvania,Small,Bike,182,1.1,0.8,PA,Northeast
927,North Augusta,South Carolina,Small,Bike,24,0.3,0.3,SC,South
928,North Chicago,Illinois,Small,Bike,9,0.1,0.1,IL,North Central
929,North Lauderdale,Florida,Small,Bike,98,0.5,0.5,FL,South
930,North Little Rock,Arkansas,Small,Bike,38,0.1,0.2,AR,South
931,North Miami Beach,Florida,Small,Bike,103,0.5,0.4,FL,South
932,North Miami,Florida,Small,Bike,0,0.0,0.2,FL,South
933,North Olmsted,Ohio,Small,Bike,20,0.1,0.1,OH,North Central
934,North Plainfield,New Jersey,Small,Bike,136,1.1,0.9,NJ,Northeast
935,North Platte,Nebraska,Small,Bike,37,0.3,0.3,NE,North Central
936,North Port,Florida,Small,Bike,139,0.6,0.2,FL,South
937,North Richland Hills,Texas,Small,Bike,42,0.1,0.1,TX,South
938,North Ridgeville,Ohio,Small,Bike,17,0.1,0.2,OH,North Central
939,North Royalton,Ohio,Small,Bike,42,0.3,0.2,OH,North Central
940,North Tonawanda,New York,Small,Bike,28,0.2,0.2,NY,Northeast
941,Northampton,Massachusetts,Small,Bike,473,3.1,0.9,MA,Northeast
942,Northbrook,Illinois,Small,Bike,27,0.2,0.2,IL,North Central
943,Northfield,Minnesota,Small,Bike,212,1.9,0.7,MN,North Central
944,Northglenn,Colorado,Small,Bike,48,0.3,0.3,CO,West
945,Northport,Alabama,Small,Bike,6,0.1,0.1,AL,South
946,Norton Shores,Michigan,Small,Bike,62,0.6,0.5,MI,North Central
947,Norwalk,Connecticut,Small,Bike,81,0.2,0.1,CT,Northeast
948,Norwich,Connecticut,Small,Bike,6,0.0,0.1,CT,Northeast
949,Novato,California,Small,Bike,133,0.5,0.4,CA,West
950,Novi,Michigan,Small,Bike,100,0.4,0.3,MI,North Central
951,Oak Creek,Wisconsin,Small,Bike,12,0.1,0.1,WI,North Central
952,Oak Forest,Illinois,Small,Bike,0,0.0,0.2,IL,North Central
953,Oak Harbor,Washington,Small,Bike,12,0.1,0.2,WA,West
954,Oak Lawn,Illinois,Small,Bike,37,0.1,0.1,IL,North Central
955,Oak Park,Michigan,Small,Bike,47,0.4,0.4,MI,North Central
956,Oak Park,Illinois,Small,Bike,462,1.7,0.6,IL,North Central
957,Oak Ridge,Tennessee,Small,Bike,13,0.1,0.1,TN,South
958,Oakdale,California,Small,Bike,81,1.0,0.7,CA,West
959,Oakdale,Minnesota,Small,Bike,43,0.3,0.2,MN,North Central
960,Oakland Park,Florida,Small,Bike,166,0.8,0.5,FL,South
961,Oakley,California,Small,Bike,90,0.6,0.4,CA,West
962,Ocala,Florida,Small,Bike,210,1.0,0.5,FL,South
963,Ocoee,Florida,Small,Bike,0,0.0,0.2,FL,South
964,O'Fallon,Illinois,Small,Bike,20,0.1,0.2,IL,North Central
965,O'Fallon,Missouri,Small,Bike,41,0.1,0.1,MO,North Central
966,Ogden,Utah,Small,Bike,223,0.6,0.3,UT,West
967,Olive Branch,Mississippi,Small,Bike,0,0.0,0.2,MS,South
968,Olympia,Washington,Small,Bike,950,4.1,1.2,WA,West
969,Opelika,Alabama,Small,Bike,24,0.2,0.1,AL,South
970,Oregon City,Oregon,Small,Bike,52,0.4,0.3,OR,West
971,Oregon,Ohio,Small,Bike,0,0.0,0.3,OH,North Central
972,Orem,Utah,Small,Bike,539,1.3,0.4,UT,West
973,Orland Park,Illinois,Small,Bike,42,0.2,0.1,IL,North Central
974,Ormond Beach,Florida,Small,Bike,161,1.0,0.5,FL,South
975,Oro Valley,Arizona,Small,Bike,62,0.4,0.3,AZ,West
976,Oshkosh,Wisconsin,Small,Bike,380,1.2,0.5,WI,North Central
977,Ossining,New York,Small,Bike,7,0.1,0.1,NY,Northeast
978,Oswego,Illinois,Small,Bike,13,0.1,0.1,IL,North Central
979,Ottumwa,Iowa,Small,Bike,75,0.7,0.6,IA,North Central
980,Oviedo,Florida,Small,Bike,39,0.2,0.3,FL,South
981,Owasso,Oklahoma,Small,Bike,43,0.3,0.3,OK,South
982,Owatonna,Minnesota,Small,Bike,90,0.7,0.5,MN,North Central
983,Owensboro,Kentucky,Small,Bike,144,0.6,0.3,KY,South
984,Oxford,Alabama,Small,Bike,4,0.0,0.1,AL,South
985,Oxford,Mississippi,Small,Bike,108,1.3,1.0,MS,South
986,Oxford,Ohio,Small,Bike,158,1.8,1.0,OH,North Central
987,Pacifica,California,Small,Bike,22,0.1,0.1,CA,West
988,Paducah,Kentucky,Small,Bike,41,0.4,0.4,KY,South
989,Palatine,Illinois,Small,Bike,124,0.3,0.3,IL,North Central
990,Palm Beach Gardens,Florida,Small,Bike,68,0.3,0.2,FL,South
991,Palm Coast,Florida,Small,Bike,57,0.2,0.2,FL,South
992,Palm Desert,California,Small,Bike,105,0.6,0.4,CA,West
993,Palm Springs,California,Small,Bike,179,0.9,0.5,CA,West
994,Palm Springs,Florida,Small,Bike,8,0.1,0.1,FL,South
995,Palmetto Bay,Florida,Small,Bike,32,0.3,0.3,FL,South
996,Palo Alto,California,Small,Bike,2562,8.5,1.1,CA,West
997,Panama City,Florida,Small,Bike,213,1.3,0.8,FL,South
998,Papillion,Nebraska,Small,Bike,14,0.1,0.2,NE,North Central
999,Paradise,California,Small,Bike,92,1.0,1.0,CA,West
1000,Paragould,Arkansas,Small,Bike,0,0.0,0.3,AR,South
1001,Paramount,California,Small,Bike,173,0.8,0.4,CA,West
1002,Paramus,New Jersey,Small,Bike,0,0.0,0.3,NJ,Northeast
1003,Paris,Texas,Small,Bike,79,0.8,0.7,TX,South
1004,Park Forest,Illinois,Small,Bike,23,0.2,0.3,IL,North Central
1005,Park Ridge,Illinois,Small,Bike,30,0.2,0.2,IL,North Central
1006,Parker,Colorado,Small,Bike,40,0.2,0.2,CO,West
1007,Parkersburg,West Virginia,Small,Bike,59,0.5,0.4,WV,South
1008,Parkland,Florida,Small,Bike,0,0.0,0.4,FL,South
1009,Parma,Ohio,Small,Bike,0,0.0,0.1,OH,North Central
1010,Parma Heights,Ohio,Small,Bike,10,0.1,0.2,OH,North Central
1011,Pascagoula,Mississippi,Small,Bike,47,0.5,0.5,MS,South
1012,Pasco,Washington,Small,Bike,0,0.0,0.1,WA,West
1013,Passaic,New Jersey,Small,Bike,234,0.9,0.6,NJ,Northeast
1014,Patterson,California,Small,Bike,98,1.3,1.2,CA,West
1015,Pawtucket,Rhode Island,Small,Bike,208,0.6,0.3,RI,Northeast
1016,Peabody,Massachusetts,Small,Bike,71,0.3,0.2,MA,Northeast
1017,Peachtree City,Georgia,Small,Bike,41,0.3,0.3,GA,South
1018,Pearl,Mississippi,Small,Bike,12,0.1,0.2,MS,South
1019,Pearland,Texas,Small,Bike,0,0.0,0.1,TX,South
1020,Peekskill,New York,Small,Bike,31,0.3,0.4,NY,Northeast
1021,Pekin,Illinois,Small,Bike,54,0.4,0.3,IL,North Central
1022,Pelham,Alabama,Small,Bike,0,0.0,0.3,AL,South
1023,Pensacola,Florida,Small,Bike,227,0.9,0.5,FL,South
1024,Perris,California,Small,Bike,20,0.1,0.1,CA,West
1025,Perrysburg,Ohio,Small,Bike,8,0.1,0.1,OH,North Central
1026,Perth Amboy,New Jersey,Small,Bike,33,0.2,0.2,NJ,Northeast
1027,Petaluma,California,Small,Bike,437,1.5,0.5,CA,West
1028,Petersburg,Virginia,Small,Bike,32,0.3,0.3,VA,South
1029,Pflugerville,Texas,Small,Bike,40,0.2,0.3,TX,South
1030,Pharr,Texas,Small,Bike,35,0.2,0.2,TX,South
1031,Phenix City,Alabama,Small,Bike,54,0.4,0.4,AL,South
1032,Pico Rivera,California,Small,Bike,255,1.0,0.4,CA,West
1033,Pine Bluff,Arkansas,Small,Bike,28,0.2,0.1,AR,South
1034,Pinellas Park,Florida,Small,Bike,165,0.8,0.5,FL,South
1035,Piqua,Ohio,Small,Bike,27,0.3,0.3,OH,North Central
1036,Pittsburg,California,Small,Bike,52,0.2,0.2,CA,West
1037,Pittsburg,Kansas,Small,Bike,133,1.5,0.7,KS,North Central
1038,Pittsfield,Massachusetts,Small,Bike,185,0.9,0.4,MA,Northeast
1039,Placentia,California,Small,Bike,274,1.2,0.5,CA,West
1040,Plainfield,New Jersey,Small,Bike,288,1.1,0.5,NJ,Northeast
1041,Plainfield,Indiana,Small,Bike,9,0.1,0.1,IN,North Central
1042,Plainfield,Illinois,Small,Bike,0,0.0,0.2,IL,North Central
1043,Plainview,Texas,Small,Bike,14,0.2,0.2,TX,South
1044,Plant City,Florida,Small,Bike,112,0.7,0.4,FL,South
1045,Plantation,Florida,Small,Bike,65,0.1,0.1,FL,South
1046,Pleasant Grove,Utah,Small,Bike,22,0.2,0.2,UT,West
1047,Pleasant Hill,California,Small,Bike,119,0.7,0.5,CA,West
1048,Pleasant Prairie,Wisconsin,Small,Bike,0,0.0,0.2,WI,North Central
1049,Pleasanton,California,Small,Bike,277,0.8,0.4,CA,West
1050,Pleasantville,New Jersey,Small,Bike,18,0.2,0.3,NJ,Northeast
1051,Plum,Pennsylvania,Small,Bike,0,0.0,0.2,PA,Northeast
1052,Plymouth,Minnesota,Small,Bike,197,0.5,0.3,MN,North Central
1053,Pocatello,Idaho,Small,Bike,362,1.4,0.5,ID,West
1054,Ponca City,Oklahoma,Small,Bike,6,0.1,0.1,OK,South
1055,Pontiac,Michigan,Small,Bike,31,0.1,0.2,MI,North Central
1056,Pooler,Georgia,Small,Bike,47,0.5,0.6,GA,South
1057,Port Arthur,Texas,Small,Bike,126,0.6,0.4,TX,South
1058,Port Chester,New York,Small,Bike,53,0.3,0.4,NY,Northeast
1059,Port Hueneme,California,Small,Bike,112,1.2,0.9,CA,West
1060,Port Huron,Michigan,Small,Bike,218,1.9,1.1,MI,North Central
1061,Port Orange,Florida,Small,Bike,67,0.3,0.3,FL,South
1062,Portage,Indiana,Small,Bike,27,0.2,0.3,IN,North Central
1063,Portage,Michigan,Small,Bike,37,0.2,0.1,MI,North Central
1064,Porterville,California,Small,Bike,231,1.2,0.7,CA,West
1065,Portland,Maine,Small,Bike,660,1.8,0.6,ME,Northeast
1066,Portsmouth,New Hampshire,Small,Bike,199,1.6,0.9,NH,Northeast
1067,Portsmouth,Ohio,Small,Bike,21,0.3,0.4,OH,North Central
1068,Portsmouth,Virginia,Small,Bike,269,0.6,0.2,VA,South
1069,Post Falls,Idaho,Small,Bike,58,0.5,0.6,ID,West
1070,Pottstown,Pennsylvania,Small,Bike,55,0.5,0.4,PA,Northeast
1071,Poughkeepsie,New York,Small,Bike,107,0.8,0.5,NY,Northeast
1072,Poway,California,Small,Bike,180,0.8,0.5,CA,West
1073,Prairie Village,Kansas,Small,Bike,40,0.3,0.3,KS,North Central
1074,Prattville,Alabama,Small,Bike,0,0.0,0.2,AL,South
1075,Prescott,Arizona,Small,Bike,200,1.4,0.9,AZ,West
1076,Prescott Valley,Arizona,Small,Bike,131,0.8,0.8,AZ,West
1077,Prichard,Alabama,Small,Bike,10,0.1,0.2,AL,South
1078,Prior Lake,Minnesota,Small,Bike,10,0.1,0.1,MN,North Central
1079,Pullman,Washington,Small,Bike,321,2.4,1.0,WA,West
1080,Puyallup,Washington,Small,Bike,94,0.5,0.4,WA,West
1081,Queen Creek,Arizona,Small,Bike,0,0.0,0.3,AZ,West
1082,Quincy,Illinois,Small,Bike,31,0.2,0.2,IL,North Central
1083,Quincy,Massachusetts,Small,Bike,70,0.1,0.1,MA,Northeast
1084,Racine,Wisconsin,Small,Bike,89,0.3,0.3,WI,North Central
1085,Radcliff,Kentucky,Small,Bike,7,0.1,0.1,KY,South
1086,Rahway,New Jersey,Small,Bike,13,0.1,0.1,NJ,Northeast
1087,Ramsey,Minnesota,Small,Bike,17,0.1,0.2,MN,North Central
1088,Rancho Cordova,California,Small,Bike,229,0.8,0.4,CA,West
1089,Rancho Palos Verdes,California,Small,Bike,24,0.1,0.2,CA,West
1090,Rancho Santa Margarita,California,Small,Bike,47,0.2,0.2,CA,West
1091,Rapid City,South Dakota,Small,Bike,225,0.7,0.3,SD,North Central
1092,Raytown,Missouri,Small,Bike,0,0.0,0.2,MO,North Central
1093,Reading,Pennsylvania,Small,Bike,186,0.6,0.3,PA,Northeast
1094,Redding,California,Small,Bike,349,1.0,0.4,CA,West
1095,Redlands,California,Small,Bike,426,1.4,0.7,CA,West
1096,Redmond,Oregon,Small,Bike,64,0.6,0.6,OR,West
1097,Redmond,Washington,Small,Bike,359,1.2,0.5,WA,West
1098,Redondo Beach,California,Small,Bike,482,1.3,0.5,CA,West
1099,Redwood City,California,Small,Bike,642,1.7,0.6,CA,West
1100,Reedley,California,Small,Bike,76,0.8,0.6,CA,West
1101,Renton,Washington,Small,Bike,71,0.1,0.1,WA,West
1102,Revere,Massachusetts,Small,Bike,27,0.1,0.1,MA,Northeast
1103,Rexburg,Idaho,Small,Bike,486,4.5,1.6,ID,West
1104,Reynoldsburg,Ohio,Small,Bike,18,0.1,0.2,OH,North Central
1105,Richfield,Minnesota,Small,Bike,158,0.8,0.4,MN,North Central
1106,Richland,Washington,Small,Bike,175,0.8,0.4,WA,West
1107,Richmond,Indiana,Small,Bike,62,0.4,0.4,IN,North Central
1108,Richmond,Kentucky,Small,Bike,278,1.9,1.4,KY,South
1109,Ridgecrest,California,Small,Bike,195,1.6,0.8,CA,West
1110,Ridgeland,Mississippi,Small,Bike,17,0.1,0.2,MS,South
1111,Ridgewood,New Jersey,Small,Bike,11,0.1,0.2,NJ,Northeast
1112,Rio Rancho,New Mexico,Small,Bike,153,0.4,0.2,NM,West
1113,Riverbank,California,Small,Bike,8,0.1,0.2,CA,West
1114,Riverside,Ohio,Small,Bike,0,0.0,0.3,OH,North Central
1115,Riverton,Utah,Small,Bike,21,0.1,0.1,UT,West
1116,Riviera Beach,Florida,Small,Bike,53,0.4,0.4,FL,South
1117,Roanoke,Virginia,Small,Bike,72,0.2,0.1,VA,South
1118,Rochester,New Hampshire,Small,Bike,1,0.0,0.1,NH,Northeast
1119,Rochester Hills,Michigan,Small,Bike,122,0.3,0.2,MI,North Central
1120,Rock Hill,South Carolina,Small,Bike,107,0.3,0.3,SC,South
1121,Rock Island,Illinois,Small,Bike,93,0.5,0.4,IL,North Central
1122,Rock Springs,Wyoming,Small,Bike,14,0.1,0.2,WY,West
1123,Rockledge,Florida,Small,Bike,70,0.6,0.4,FL,South
1124,Rocklin,California,Small,Bike,59,0.2,0.2,CA,West
1125,Rockville Centre,New York,Small,Bike,7,0.1,0.1,NY,Northeast
1126,Rockville,Maryland,Small,Bike,161,0.5,0.3,MD,South
1127,Rockwall,Texas,Small,Bike,0,0.0,0.2,TX,South
1128,Rocky Mount,North Carolina,Small,Bike,23,0.1,0.1,NC,South
1129,Rocky River,Ohio,Small,Bike,16,0.2,0.3,OH,North Central
1130,Rogers,Arkansas,Small,Bike,39,0.1,0.1,AR,South
1131,Rohnert Park,California,Small,Bike,504,2.5,1.2,CA,West
1132,Rolling Meadows,Illinois,Small,Bike,50,0.4,0.4,IL,North Central
1133,Rome,Georgia,Small,Bike,154,1.1,0.7,GA,South
1134,Rome,New York,Small,Bike,19,0.1,0.2,NY,Northeast
1135,Romeoville,Illinois,Small,Bike,0,0.0,0.2,IL,North Central
1136,Romulus,Michigan,Small,Bike,0,0.0,0.3,MI,North Central
1137,Roseburg,Oregon,Small,Bike,280,3.4,1.8,OR,West
1138,Roselle,New Jersey,Small,Bike,18,0.2,0.2,NJ,Northeast
1139,Roselle,Illinois,Small,Bike,14,0.1,0.2,IL,North Central
1140,Rosemead,California,Small,Bike,193,0.8,0.5,CA,West
1141,Rosemount,Minnesota,Small,Bike,16,0.1,0.2,MN,North Central
1142,Rosenberg,Texas,Small,Bike,72,0.5,0.7,TX,South
1143,Roseville,Michigan,Small,Bike,104,0.5,0.3,MI,North Central
1144,Roseville,Minnesota,Small,Bike,301,1.8,0.7,MN,North Central
1145,Roswell,Georgia,Small,Bike,31,0.1,0.1,GA,South
1146,Roswell,New Mexico,Small,Bike,58,0.3,0.2,NM,West
1147,Round Lake Beach,Illinois,Small,Bike,0,0.0,0.2,IL,North Central
1148,Rowlett,Texas,Small,Bike,39,0.1,0.2,TX,South
1149,Roy,Utah,Small,Bike,49,0.3,0.3,UT,West
1150,Royal Oak,Michigan,Small,Bike,122,0.4,0.2,MI,North Central
1151,Royal Palm Beach,Florida,Small,Bike,154,1.0,0.6,FL,South
1152,Russellville,Arkansas,Small,Bike,70,0.5,0.5,AR,South
1153,Ruston,Louisiana,Small,Bike,36,0.4,0.5,LA,South
1154,Saginaw,Michigan,Small,Bike,98,0.6,0.6,MI,North Central
1155,Saginaw,Texas,Small,Bike,13,0.1,0.2,TX,South
1156,Sahuarita,Arizona,Small,Bike,9,0.1,0.1,AZ,West
1157,Salem,Massachusetts,Small,Bike,155,0.7,0.4,MA,Northeast
1158,Salem,Virginia,Small,Bike,34,0.3,0.3,VA,South
1159,Salina,Kansas,Small,Bike,89,0.4,0.3,KS,North Central
1160,Salisbury,Maryland,Small,Bike,97,0.8,0.6,MD,South
1161,Salisbury,North Carolina,Small,Bike,83,0.7,0.5,NC,South
1162,Sammamish,Washington,Small,Bike,69,0.3,0.2,WA,West
1163,San Angelo,Texas,Small,Bike,122,0.3,0.2,TX,South
1164,San Benito,Texas,Small,Bike,42,0.5,0.6,TX,South
1165,San Bruno,California,Small,Bike,66,0.3,0.4,CA,West
1166,San Carlos,California,Small,Bike,127,0.9,0.4,CA,West
1167,San Clemente,California,Small,Bike,189,0.6,0.3,CA,West
1168,San Dimas,California,Small,Bike,143,0.9,0.7,CA,West
1169,San Fernando,California,Small,Bike,109,1.1,1.0,CA,West
1170,San Gabriel,California,Small,Bike,158,0.9,0.4,CA,West
1171,San Jacinto,California,Small,Bike,83,0.6,0.5,CA,West
1172,San Juan Capistrano,California,Small,Bike,304,2.0,1.8,CA,West
1173,San Juan,Texas,Small,Bike,19,0.2,0.3,TX,South
1174,San Leandro,California,Small,Bike,201,0.5,0.2,CA,West
1175,San Luis,Arizona,Small,Bike,24,0.4,0.6,AZ,West
1176,San Luis Obispo,California,Small,Bike,1506,6.6,1.3,CA,West
1177,San Marcos,California,Small,Bike,9,0.0,0.1,CA,West
1178,San Marcos,Texas,Small,Bike,164,0.8,0.5,TX,South
1179,San Mateo,California,Small,Bike,896,1.8,0.5,CA,West
1180,San Pablo,California,Small,Bike,110,0.9,0.9,CA,West
1181,San Rafael,California,Small,Bike,516,1.8,0.9,CA,West
1182,San Ramon,California,Small,Bike,155,0.4,0.3,CA,West
1183,Sandusky,Ohio,Small,Bike,106,1.0,0.6,OH,North Central
1184,Sandy,Utah,Small,Bike,198,0.5,0.3,UT,West
1185,Sandy Springs,Georgia,Small,Bike,10,0.0,0.1,GA,South
1186,Sanford,Florida,Small,Bike,94,0.4,0.3,FL,South
1187,Sanford,North Carolina,Small,Bike,22,0.2,0.2,NC,South
1188,Sanger,California,Small,Bike,58,0.6,0.6,CA,West
1189,Santa Barbara,California,Small,Bike,2650,5.8,1.1,CA,West
1190,Santa Cruz,California,Small,Bike,2697,9.2,1.7,CA,West
1191,Santa Fe,New Mexico,Small,Bike,516,1.6,0.5,NM,West
1192,Santa Monica,California,Small,Bike,1514,3.1,0.6,CA,West
1193,Santa Paula,California,Small,Bike,100,0.8,0.9,CA,West
1194,Santee,California,Small,Bike,24,0.1,0.1,CA,West
1195,Sapulpa,Oklahoma,Small,Bike,0,0.0,0.3,OK,South
1196,Sarasota,Florida,Small,Bike,465,2.1,0.8,FL,South
1197,Saratoga,California,Small,Bike,67,0.5,0.4,CA,West
1198,Saratoga Springs,New York,Small,Bike,82,0.6,0.4,NY,Northeast
1199,Saratoga Springs,Utah,Small,Bike,0,0.0,0.5,UT,West
1200,Savage,Minnesota,Small,Bike,27,0.2,0.2,MN,North Central
1201,Sayreville,New Jersey,Small,Bike,14,0.1,0.1,NJ,Northeast
1202,Schaumburg,Illinois,Small,Bike,90,0.2,0.2,IL,North Central
1203,Schenectady,New York,Small,Bike,117,0.4,0.2,NY,Northeast
1204,Schererville,Indiana,Small,Bike,65,0.4,0.6,IN,North Central
1205,Schertz,Texas,Small,Bike,0,0.0,0.2,TX,South
1206,Scranton,Pennsylvania,Small,Bike,75,0.2,0.1,PA,Northeast
1207,Seal Beach,California,Small,Bike,82,0.9,0.4,CA,West
1208,Searcy,Arkansas,Small,Bike,26,0.3,0.3,AR,South
1209,Seaside,California,Small,Bike,218,1.4,0.7,CA,West
1210,SeaTac,Washington,Small,Bike,48,0.4,0.4,WA,West
1211,Sebastian,Florida,Small,Bike,15,0.2,0.3,FL,South
1212,Sedalia,Missouri,Small,Bike,12,0.1,0.2,MO,North Central
1213,Seguin,Texas,Small,Bike,71,0.7,0.5,TX,South
1214,Selma,Alabama,Small,Bike,0,0.0,0.6,AL,South
1215,Selma,California,Small,Bike,40,0.4,0.5,CA,West
1216,Shaker Heights,Ohio,Small,Bike,69,0.5,0.3,OH,North Central
1217,Shakopee,Minnesota,Small,Bike,32,0.2,0.2,MN,North Central
1218,Shawnee,Kansas,Small,Bike,54,0.2,0.1,KS,North Central
1219,Shawnee,Oklahoma,Small,Bike,39,0.3,0.2,OK,South
1220,Sheboygan,Wisconsin,Small,Bike,262,1.1,0.5,WI,North Central
1221,Shelby,North Carolina,Small,Bike,20,0.3,0.4,NC,South
1222,Shelbyville,Tennessee,Small,Bike,0,0.0,0.5,TN,South
1223,Shelton,Connecticut,Small,Bike,0,0.0,0.2,CT,Northeast
1224,Sherman,Texas,Small,Bike,35,0.2,0.2,TX,South
1225,Sherwood,Arkansas,Small,Bike,0,0.0,0.2,AR,South
1226,Shoreline,Washington,Small,Bike,201,0.8,0.3,WA,West
1227,Shoreview,Minnesota,Small,Bike,44,0.3,0.3,MN,North Central
1228,Sidney,Ohio,Small,Bike,0,0.0,0.3,OH,North Central
1229,Sierra Vista,Arizona,Small,Bike,101,0.5,0.4,AZ,West
1230,Sioux City,Iowa,Small,Bike,35,0.1,0.1,IA,North Central
1231,Skokie,Illinois,Small,Bike,151,0.5,0.4,IL,North Central
1232,Slidell,Louisiana,Small,Bike,48,0.4,0.3,LA,South
1233,Smyrna,Georgia,Small,Bike,0,0.0,0.1,GA,South
1234,Smyrna,Tennessee,Small,Bike,85,0.4,0.6,TN,South
1235,Socorro,Texas,Small,Bike,32,0.3,0.3,TX,South
1236,Soledad,California,Small,Bike,0,0.0,0.6,CA,West
1237,Solon,Ohio,Small,Bike,0,0.0,0.3,OH,North Central
1238,Somerville,Massachusetts,Small,Bike,2048,4.5,0.7,MA,Northeast
1239,South El Monte,California,Small,Bike,57,0.7,0.5,CA,West
1240,South Elgin,Illinois,Small,Bike,0,0.0,0.3,IL,North Central
1241,South Euclid,Ohio,Small,Bike,67,0.6,0.4,OH,North Central
1242,South Gate,California,Small,Bike,171,0.5,0.2,CA,West
1243,South Holland,Illinois,Small,Bike,0,0.0,0.3,IL,North Central
1244,South Jordan,Utah,Small,Bike,59,0.3,0.2,UT,West
1245,South Lake Tahoe,California,Small,Bike,348,3.3,1.3,CA,West
1246,South Milwaukee,Wisconsin,Small,Bike,34,0.3,0.3,WI,North Central
1247,South Pasadena,California,Small,Bike,110,0.8,0.8,CA,West
1248,South Plainfield,New Jersey,Small,Bike,35,0.3,0.4,NJ,Northeast
1249,South Portland,Maine,Small,Bike,149,1.1,0.6,ME,Northeast
1250,South Salt Lake,Utah,Small,Bike,277,2.6,1.5,UT,West
1251,South San Francisco,California,Small,Bike,216,0.7,0.3,CA,West
1252,South St. Paul,Minnesota,Small,Bike,66,0.6,0.6,MN,North Central
1253,Southaven,Mississippi,Small,Bike,42,0.2,0.2,MS,South
1254,Southfield,Michigan,Small,Bike,12,0.0,0.1,MI,North Central
1255,Southgate,Michigan,Small,Bike,30,0.2,0.2,MI,North Central
1256,Southlake,Texas,Small,Bike,0,0.0,0.3,TX,South
1257,Spanish Fork,Utah,Small,Bike,35,0.3,0.3,UT,West
1258,Sparks,Nevada,Small,Bike,243,0.6,0.3,NV,West
1259,Spartanburg,South Carolina,Small,Bike,48,0.3,0.2,SC,South
1260,Spokane Valley,Washington,Small,Bike,248,0.6,0.3,WA,West
1261,Spring Hill,Tennessee,Small,Bike,11,0.1,0.1,TN,South
1262,Spring Valley,New York,Small,Bike,8,0.1,0.1,NY,Northeast
1263,Springdale,Arkansas,Small,Bike,11,0.0,0.1,AR,South
1264,Springfield,Ohio,Small,Bike,37,0.2,0.1,OH,North Central
1265,Springfield,Oregon,Small,Bike,574,2.2,0.6,OR,West
1266,Springville,Utah,Small,Bike,117,0.9,0.6,UT,West
1267,St. Charles,Illinois,Small,Bike,28,0.2,0.2,IL,North Central
